Geographic location,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2012=100)
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Water supply (ND),0.50349955
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"ELECTRICITY, GAS AND OTHER FUELS",6.30408229
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Electricity (ND),2.24436878
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Gas (ND),0.26258001
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Liquid fuels (ND),0.45659671
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Solid fuels (ND),3.34053679
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",1.82954418
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.04973289
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Furniture and furnishings (D),0.04707122
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Carpets and other floor coverings (D),0.00266167
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),HOUSEHOLD TEXTILES,0.05920547
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Household textiles (SD),0.05920547
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),HOUSEHOLD APPLIANCES,0.07383337
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Major household appliances whether electric or not (D),0.04733331
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Small electric household appliances (SD),0.02437292
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Repair of household appliances (S),0.00212714
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.03471132
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"Glassware, tableware and household utensils (SD)",0.03471132
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.01428770
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Major tools and equipment (D),0.00449163
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Small tools and miscellaneous accessories (SD),0.00979607
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,1.59777343
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Non-durable household goods (ND),1.57927510
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Domestic services and household services (S),0.01849833
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),HEALTH,1.77069889
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",0.87732671
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Pharmaceutical Products (ND),0.84527088
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Other medical products (ND),0.02460036
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Therapeutic appliances and equipment (D),0.00745547
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),OUTPATIENT SERVICES,0.24010077
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Medical services,0.19792226
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Dental services (S),0.00650432
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Paramedical services (S),0.03567419
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),HOSPITAL SERVICES,0.65327141
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Hospital services (In-Patient Services),0.65327141
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),TRANSPORT,4.66025298
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Purchase of vehicles,0.36652696
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Motorcycle,0.29892179
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Bicycle and tricycle,0.06760517
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.64998643
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Spare parts and accessories for personal transport equipment (SD),0.05120165
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Fuel and lubricants for personal transport equipment (ND),0.55707835
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Maintenance and repair of personal transport equipment (S),0.04170643
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Other services with respect of personal transport equipment (S),..
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),TRANSPORT SERVICES,3.64373959
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Passenger transport by railway,..
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Passenger transport by road,3.46303425
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Passenger transport by air,0.02140152
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Passenger transport by sea and inland waterway,0.15930382
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),COMMUNICATION,1.16142683
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),POSTAL SERVICES,0.00067634
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Postal services (S),0.00067634
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),TELEPHONE AND TELEFAX EQUIPMENT,0.22310168
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Telephone and telefax equipment (S),0.22310168
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),TELEPHONE AND TELEFAX SERVICES,0.93764881
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Telephone and telefax services (S),0.93764881
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),RECREATION AND CULTURE,0.67660008
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),AUDIO-VISUAL PHOTOGRAPHY AND INFORMATION PROCESSING EQUIPMENT,0.15341467
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"Equipment for the reception, recording and reproduction of sound and pictures (D)",0.12838997
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Photographic and cinematographic equipment and optical instruments (D),0.00001811
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Information processing equipment (D),0.02236610
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Recording media (SD),0.00219550
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"Repair of audio-visual, photographic and information processing equipment (S)",0.00044499
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,0.00073231
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Musical instruments and major durables for indoor recreation (D),0.00073231
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"OTHER RECREATIONAL ITEMS AND EQUIPMENT, GARDENS AND PETS",0.03563322
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"Games, toys and hobbies (SD)",0.02233966
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"Equipment for sport, camping and open-air recreation (SD)",0.00056745
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"Gardens, plants and flowers (ND)",0.00223864
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Pets and related products (ND),0.01048747
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),RECREATIONAL AND CULTURAL SERVICES,0.06895837
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Recreational and sporting services (S),0.00082817
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Cultural services (S),0.01470587
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Games of chance (S),0.05342433
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),NEWSPAPERS. BOOKS AND STATIONERY,0.41786151
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Books (SD),0.01978254
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Newspapers and periodicals (ND),0.00213365
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Miscellaneous printed matter (ND),0.00513608
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Stationery and drawing materials (ND),0.39080924
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),EDUCATION,0.98087056
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),PRE-PRIMARY (PRE-SCHOOL) AND PRIMARY (ELEMENTARY) EDUCATION,0.19598800
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Pre-primary education services (S),0.03455612
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Primary education services (S),0.16143188
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),SECONDARY (HIGH SCHOOL) EDUCATION,0.23784645
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Secondary education services (S),0.23784645
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),POST-SECONDARY NON-TERTIARY (TECHNICAL-VOCATIONAL) EDUCATION,0.03103364
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Post-secondary non-tertiary education services (S),0.03103364
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),TERTIARY (BACCALAUREATE AND POST-GRADUATE) EDUCATION,0.51348834
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),First stage of tertiary education services (S),0.46743407
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Second stage of tertiary education services (S),0.04605427
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),EDUCATION NOT DEFINABLE BY LEVEL,0.00251413
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Education services not definable by level (S),0.00251413
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,9.20118218
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),CATERING SERVICES,4.72804875
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"Restaurants, cafes and the like (S)",4.72804875
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),PERSONAL CARE,3.95548974
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Hairdressing salons and personal grooming establishments (S),0.39175050
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Electric appliances for personal care (SD),0.00025150
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"Other appliances, articles and products for personal care (ND)",3.56348774
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"PERSONAL EFFECTS, N.E.C.",0.44909325
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"Jewellery, clocks and watches (D)",0.29639809
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),Other personal effects (SD),0.15269516
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"OTHER SERVICES, n.e.c.",0.06855044
..AREAS OUTSIDE NATIONAL CAPITAL REGION(AONCR),"Other services, n.e.c.",0.06855044
..CORDILLERA AUTONOMOUS REGION (CAR),ALL ITEMS,1.57120115
..CORDILLERA AUTONOMOUS REGION (CAR),FOOD AND NON-ALCOHOLIC BEVERAGES,0.94158323
..CORDILLERA AUTONOMOUS REGION (CAR),FOOD,0.90184145
..CORDILLERA AUTONOMOUS REGION (CAR),Bread and cereals (ND),0.46374671
..CORDILLERA AUTONOMOUS REGION (CAR),Rice,0.40646599
..CORDILLERA AUTONOMOUS REGION (CAR),Corn,0.00319656
..CORDILLERA AUTONOMOUS REGION (CAR),"Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.05408416
..CORDILLERA AUTONOMOUS REGION (CAR),Meat (ND),0.10746807
..CORDILLERA AUTONOMOUS REGION (CAR),Fish  and Seafood (ND),0.09229284
..CORDILLERA AUTONOMOUS REGION (CAR),"Milk, cheese and eggs (ND)",0.03745225
..CORDILLERA AUTONOMOUS REGION (CAR),Oils and fats (ND),0.02163501
..CORDILLERA AUTONOMOUS REGION (CAR),Fruit (ND),0.02970419
..CORDILLERA AUTONOMOUS REGION (CAR),Vegetables (ND),0.10125322
..CORDILLERA AUTONOMOUS REGION (CAR),"Sugar, jam, honey, chocolate and confectionery (ND)",0.02709947
..CORDILLERA AUTONOMOUS REGION (CAR),Food products n.e.c. (ND),0.02118969
..CORDILLERA AUTONOMOUS REGION (CAR),NON-ALCOHOLIC BEVERAGES,0.03974178
..CORDILLERA AUTONOMOUS REGION (CAR),"Coffee, tea and cocoa (ND)",0.02582857
..CORDILLERA AUTONOMOUS REGION (CAR),"Mineral water, soft drinks, fruit and vegetable juices (ND)",0.01391321
..CORDILLERA AUTONOMOUS REGION (CAR),ALCOHOLIC BEVERAGES AND TOBACCO,0.04013770
..CORDILLERA AUTONOMOUS REGION (CAR),ALCOHOLIC BEVERAGES,0.01200991
..CORDILLERA AUTONOMOUS REGION (CAR),Spirits (ND),0.01064673
..CORDILLERA AUTONOMOUS REGION (CAR),Wine (ND),0.00057392
..CORDILLERA AUTONOMOUS REGION (CAR),Beer (ND),0.00078926
..CORDILLERA AUTONOMOUS REGION (CAR),TOBACCO,0.01849502
..CORDILLERA AUTONOMOUS REGION (CAR),Tobacco (ND),0.01849502
..CORDILLERA AUTONOMOUS REGION (CAR),OTHER VEGETABLE-BASED TOBACCO PRODUCTS,0.00963277
..CORDILLERA AUTONOMOUS REGION (CAR),Other vegetable-based products,0.00963277
..CORDILLERA AUTONOMOUS REGION (CAR),NON-FOOD,0.58948022
..CORDILLERA AUTONOMOUS REGION (CAR),CLOTHING AND FOOTWEAR,0.05059358
..CORDILLERA AUTONOMOUS REGION (CAR),CLOTHING,0.03523905
..CORDILLERA AUTONOMOUS REGION (CAR),Clothing materials (SD),..
..CORDILLERA AUTONOMOUS REGION (CAR),Garments (SD),0.03505775
..CORDILLERA AUTONOMOUS REGION (CAR),Other articles of clothing and clothing accessories (SD),0.00015203
..CORDILLERA AUTONOMOUS REGION (CAR),"Cleaning, repair and hire of clothing (S)",0.00002927
..CORDILLERA AUTONOMOUS REGION (CAR),FOOTWEAR,0.01535453
..CORDILLERA AUTONOMOUS REGION (CAR),Shoes and other footwear (SD),0.01534309
..CORDILLERA AUTONOMOUS REGION (CAR),Repair and hire of footwear (S),0.00001144
..CORDILLERA AUTONOMOUS REGION (CAR),"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.24228689
..CORDILLERA AUTONOMOUS REGION (CAR),ACTUAL RENTALS FOR HOUSING,0.11246786
..CORDILLERA AUTONOMOUS REGION (CAR),Actual rentals paid by tenants (S),0.11246786
..CORDILLERA AUTONOMOUS REGION (CAR),MAINTENANCE AND REPAIR OF THE DWELLING,0.00110585
..CORDILLERA AUTONOMOUS REGION (CAR),Materials for the maintenance and repair of the dwelling (ND),0.00094550
..CORDILLERA AUTONOMOUS REGION (CAR),Services for the maintenance and repair of the dwelling (S),0.00016035
..CORDILLERA AUTONOMOUS REGION (CAR),WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.00307851
..CORDILLERA AUTONOMOUS REGION (CAR),Water supply (ND),0.00307851
..CORDILLERA AUTONOMOUS REGION (CAR),"ELECTRICITY, GAS AND OTHER FUELS",0.12563467
..CORDILLERA AUTONOMOUS REGION (CAR),Electricity (ND),0.02924629
..CORDILLERA AUTONOMOUS REGION (CAR),Gas (ND),0.02239243
..CORDILLERA AUTONOMOUS REGION (CAR),Liquid fuels (ND),0.00487333
..CORDILLERA AUTONOMOUS REGION (CAR),Solid fuels (ND),0.06912262
..CORDILLERA AUTONOMOUS REGION (CAR),"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.02979086
..CORDILLERA AUTONOMOUS REGION (CAR),"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.00051972
..CORDILLERA AUTONOMOUS REGION (CAR),Furniture and furnishings (D),0.00041444
..CORDILLERA AUTONOMOUS REGION (CAR),Carpets and other floor coverings (D),0.00010528
..CORDILLERA AUTONOMOUS REGION (CAR),HOUSEHOLD TEXTILES,0.00195333
..CORDILLERA AUTONOMOUS REGION (CAR),Household textiles (SD),0.00195333
..CORDILLERA AUTONOMOUS REGION (CAR),HOUSEHOLD APPLIANCES,0.00026338
..CORDILLERA AUTONOMOUS REGION (CAR),Major household appliances whether electric or not (D),..
..CORDILLERA AUTONOMOUS REGION (CAR),Small electric household appliances (SD),0.00026338
..CORDILLERA AUTONOMOUS REGION (CAR),Repair of household appliances (S),..
..CORDILLERA AUTONOMOUS REGION (CAR),"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00036726
..CORDILLERA AUTONOMOUS REGION (CAR),"Glassware, tableware and household utensils (SD)",0.00036726
..CORDILLERA AUTONOMOUS REGION (CAR),TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00012153
..CORDILLERA AUTONOMOUS REGION (CAR),Major tools and equipment (D),0.00006077
..CORDILLERA AUTONOMOUS REGION (CAR),Small tools and miscellaneous accessories (SD),0.00006076
..CORDILLERA AUTONOMOUS REGION (CAR),GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.02656564
..CORDILLERA AUTONOMOUS REGION (CAR),Non-durable household goods (ND),0.02582306
..CORDILLERA AUTONOMOUS REGION (CAR),Domestic services and household services (S),0.00074258
..CORDILLERA AUTONOMOUS REGION (CAR),HEALTH,0.03644888
..CORDILLERA AUTONOMOUS REGION (CAR),"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",0.01136382
..CORDILLERA AUTONOMOUS REGION (CAR),Pharmaceutical Products (ND),0.01111921
..CORDILLERA AUTONOMOUS REGION (CAR),Other medical products (ND),0.00013965
..CORDILLERA AUTONOMOUS REGION (CAR),Therapeutic appliances and equipment (D),0.00010496
..CORDILLERA AUTONOMOUS REGION (CAR),OUTPATIENT SERVICES,0.00595332
..CORDILLERA AUTONOMOUS REGION (CAR),Medical services,0.00544852
..CORDILLERA AUTONOMOUS REGION (CAR),Dental services (S),0.00012599
..CORDILLERA AUTONOMOUS REGION (CAR),Paramedical services (S),0.00037881
..CORDILLERA AUTONOMOUS REGION (CAR),HOSPITAL SERVICES,0.01913174
..CORDILLERA AUTONOMOUS REGION (CAR),Hospital services (In-Patient Services),0.01913174
..CORDILLERA AUTONOMOUS REGION (CAR),TRANSPORT,0.05586502
..CORDILLERA AUTONOMOUS REGION (CAR),Purchase of vehicles,0.00105885
..CORDILLERA AUTONOMOUS REGION (CAR),Motorcycle,0.00098398
..CORDILLERA AUTONOMOUS REGION (CAR),Bicycle and tricycle,0.00007487
..CORDILLERA AUTONOMOUS REGION (CAR),OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.00515213
..CORDILLERA AUTONOMOUS REGION (CAR),Spare parts and accessories for personal transport equipment (SD),0.00026281
..CORDILLERA AUTONOMOUS REGION (CAR),Fuel and lubricants for personal transport equipment (ND),0.00464965
..CORDILLERA AUTONOMOUS REGION (CAR),Maintenance and repair of personal transport equipment (S),0.00023967
..CORDILLERA AUTONOMOUS REGION (CAR),Other services with respect of personal transport equipment (S),..
..CORDILLERA AUTONOMOUS REGION (CAR),TRANSPORT SERVICES,0.04965404
..CORDILLERA AUTONOMOUS REGION (CAR),Passenger transport by railway,..
..CORDILLERA AUTONOMOUS REGION (CAR),Passenger transport by road,0.04965404
..CORDILLERA AUTONOMOUS REGION (CAR),Passenger transport by air,..
..CORDILLERA AUTONOMOUS REGION (CAR),Passenger transport by sea and inland waterway,..
..CORDILLERA AUTONOMOUS REGION (CAR),COMMUNICATION,0.01787950
..CORDILLERA AUTONOMOUS REGION (CAR),POSTAL SERVICES,..
..CORDILLERA AUTONOMOUS REGION (CAR),Postal services (S),..
..CORDILLERA AUTONOMOUS REGION (CAR),TELEPHONE AND TELEFAX EQUIPMENT,0.00196636
..CORDILLERA AUTONOMOUS REGION (CAR),Telephone and telefax equipment (S),0.00196636
..CORDILLERA AUTONOMOUS REGION (CAR),TELEPHONE AND TELEFAX SERVICES,0.01591314
..CORDILLERA AUTONOMOUS REGION (CAR),Telephone and telefax services (S),0.01591314
..CORDILLERA AUTONOMOUS REGION (CAR),RECREATION AND CULTURE,0.01093320
..CORDILLERA AUTONOMOUS REGION (CAR),AUDIO-VISUAL PHOTOGRAPHY AND INFORMATION PROCESSING EQUIPMENT,0.00229398
..CORDILLERA AUTONOMOUS REGION (CAR),"Equipment for the reception, recording and reproduction of sound and pictures (D)",0.00164539
..CORDILLERA AUTONOMOUS REGION (CAR),Photographic and cinematographic equipment and optical instruments (D),..
..CORDILLERA AUTONOMOUS REGION (CAR),Information processing equipment (D),0.00055835
..CORDILLERA AUTONOMOUS REGION (CAR),Recording media (SD),0.00009024
..CORDILLERA AUTONOMOUS REGION (CAR),"Repair of audio-visual, photographic and information processing equipment (S)",..
..CORDILLERA AUTONOMOUS REGION (CAR),OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,..
..CORDILLERA AUTONOMOUS REGION (CAR),Musical instruments and major durables for indoor recreation (D),..
..CORDILLERA AUTONOMOUS REGION (CAR),"OTHER RECREATIONAL ITEMS AND EQUIPMENT, GARDENS AND PETS",0.00062467
..CORDILLERA AUTONOMOUS REGION (CAR),"Games, toys and hobbies (SD)",0.00024882
..CORDILLERA AUTONOMOUS REGION (CAR),"Equipment for sport, camping and open-air recreation (SD)",..
..CORDILLERA AUTONOMOUS REGION (CAR),"Gardens, plants and flowers (ND)",0.00003986
..CORDILLERA AUTONOMOUS REGION (CAR),Pets and related products (ND),0.00033599
..CORDILLERA AUTONOMOUS REGION (CAR),RECREATIONAL AND CULTURAL SERVICES,0.00028892
..CORDILLERA AUTONOMOUS REGION (CAR),Recreational and sporting services (S),0.00007913
..CORDILLERA AUTONOMOUS REGION (CAR),Cultural services (S),0.00009168
..CORDILLERA AUTONOMOUS REGION (CAR),Games of chance (S),0.00011811
..CORDILLERA AUTONOMOUS REGION (CAR),NEWSPAPERS. BOOKS AND STATIONERY,0.00772563
..CORDILLERA AUTONOMOUS REGION (CAR),Books (SD),0.00030926
..CORDILLERA AUTONOMOUS REGION (CAR),Newspapers and periodicals (ND),0.00001628
..CORDILLERA AUTONOMOUS REGION (CAR),Miscellaneous printed matter (ND),0.00007017
..CORDILLERA AUTONOMOUS REGION (CAR),Stationery and drawing materials (ND),0.00732992
..CORDILLERA AUTONOMOUS REGION (CAR),EDUCATION,0.02747773
..CORDILLERA AUTONOMOUS REGION (CAR),PRE-PRIMARY (PRE-SCHOOL) AND PRIMARY (ELEMENTARY) EDUCATION,0.00508876
..CORDILLERA AUTONOMOUS REGION (CAR),Pre-primary education services (S),0.00064575
..CORDILLERA AUTONOMOUS REGION (CAR),Primary education services (S),0.00444301
..CORDILLERA AUTONOMOUS REGION (CAR),SECONDARY (HIGH SCHOOL) EDUCATION,0.00694948
..CORDILLERA AUTONOMOUS REGION (CAR),Secondary education services (S),0.00694948
..CORDILLERA AUTONOMOUS REGION (CAR),POST-SECONDARY NON-TERTIARY (TECHNICAL-VOCATIONAL) EDUCATION,0.00012664
..CORDILLERA AUTONOMOUS REGION (CAR),Post-secondary non-tertiary education services (S),0.00012664
..CORDILLERA AUTONOMOUS REGION (CAR),TERTIARY (BACCALAUREATE AND POST-GRADUATE) EDUCATION,0.01531285
..CORDILLERA AUTONOMOUS REGION (CAR),First stage of tertiary education services (S),0.01361308
..CORDILLERA AUTONOMOUS REGION (CAR),Second stage of tertiary education services (S),0.00169977
..CORDILLERA AUTONOMOUS REGION (CAR),EDUCATION NOT DEFINABLE BY LEVEL,..
..CORDILLERA AUTONOMOUS REGION (CAR),Education services not definable by level (S),..
..CORDILLERA AUTONOMOUS REGION (CAR),RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.11820456
..CORDILLERA AUTONOMOUS REGION (CAR),CATERING SERVICES,0.04065807
..CORDILLERA AUTONOMOUS REGION (CAR),"Restaurants, cafes and the like (S)",0.04065807
..CORDILLERA AUTONOMOUS REGION (CAR),PERSONAL CARE,0.06737087
..CORDILLERA AUTONOMOUS REGION (CAR),Hairdressing salons and personal grooming establishments (S),0.01076593
..CORDILLERA AUTONOMOUS REGION (CAR),Electric appliances for personal care (SD),..
..CORDILLERA AUTONOMOUS REGION (CAR),"Other appliances, articles and products for personal care (ND)",0.05660494
..CORDILLERA AUTONOMOUS REGION (CAR),"PERSONAL EFFECTS, N.E.C.",0.01017562
