Geolocation,Commodity Description,Weights
....Batangas,"05.4.0 - Glassware, tableware and household utensils (SD)",0.00042973
....Batangas,"05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00024556
....Batangas,"05.4.0.2 - Cutlery, flatware and silverware (SD)",0.00006139
....Batangas,05.4.0.3 - Kitchen utensils and articles (SD),0.00012278
....Batangas,05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00009640
....Batangas,05.5.1 - Motorized tools and equipment (D),0.00003015
....Batangas,05.5.1.0 - Motorized tools and equipment (D),0.00003015
....Batangas,05.5.2 - Non-motorized tools and miscellaneous accessories (SD),0.00006625
....Batangas,05.5.2.1 - Non-motorized tools (SD),0.00002650
....Batangas,05.5.2.2 - Miscellaneous accessories (SD),0.00003975
....Batangas,05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.07902267
....Batangas,05.6.1 - Non-durable household goods (ND),0.05537424
....Batangas,05.6.1.1 - Household cleaning and maintenance products (ND),0.01384356
....Batangas,05.6.1.9 - Other non-durable household goods (ND),0.04153068
....Batangas,05.6.2 - Domestic services and household services (S),0.02364843
....Batangas,05.6.2.1 - Domestic services by paid staff (S),0.02364843
....Batangas,06 - HEALTH,0.09261071
....Batangas,06.1 - MEDICINES AND HEALTH PRODUCTS,0.05848906
....Batangas,06.1.1 - Medicines (ND),0.05683892
....Batangas,"06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",0.05683892
....Batangas,06.1.2 - Medical products (ND),0.00009813
....Batangas,06.1.2.1 - Medical diagnostic products (ND),0.00003271
....Batangas,06.1.2.2 - Prevention and protective devices (ND),0.00003271
....Batangas,06.1.2.3 - Treatment devices for personal use (ND),0.00003271
....Batangas,06.1.3 - Assistive products (D),0.00155201
....Batangas,06.1.3.1 - Assistive products for vision (D),0.00155201
....Batangas,06.2 - OUTPATIENT CARE SERVICES,0.01733992
....Batangas,06.2.1 - Preventive care services (S),0.01198853
....Batangas,06.2.1.9 - Other preventive services (S),0.01198853
....Batangas,06.2.2 - Outpatient dental services (S),0.00535139
....Batangas,06.2.2.1 - Dental preventive services (S),0.00535139
....Batangas,06.2.3 - Other outpatient care services (S),..
....Batangas,06.2.3.1 - Outpatient curative and rehabilitative services (S),..
....Batangas,06.3 - INPATIENT CARE SERVICES,0.01586961
....Batangas,06.3.1 - Inpatient curative and rehabilitative services (S),0.01586961
....Batangas,06.3.1.0 - Inpatient curative and rehabilitative services (S),0.01586961
....Batangas,06.4 - OTHER HEALTH SERVICES,0.00091212
....Batangas,06.4.1 - Diagnostic imaging services and medical laboratory services (S),0.00091212
....Batangas,06.4.1.0 - Diagnostic imaging services and medical laboratory services (S),0.00091212
....Batangas,07 - TRANSPORT,0.26819967
....Batangas,07.1 - PURCHASE OF VEHICLES,0.01766490
....Batangas,07.1.1 - Motor cars (D),0.00434880
....Batangas,07.1.1.1 - New motor cars (D),0.00434880
....Batangas,07.1.2 - Motorcycles (D),0.01232435
....Batangas,07.1.2.0 - Motorcycles (D),0.01232435
....Batangas,07.1.3 - Bicycles (D),0.00099175
....Batangas,07.1.3.0 - Bicycles (D),0.00099175
....Batangas,07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.08700075
....Batangas,07.2.1 - Parts and accessories for personal transport equipment (SD),0.00607882
....Batangas,07.2.1.1 - Tires (SD),0.00513959
....Batangas,07.2.1.2 - Parts for personal transport equipment (SD),0.00093923
....Batangas,07.2.1.3 - Accessories for personal transport equipment (SD),..
....Batangas,07.2.2 - Fuels and lubricants for personal transport equipment (ND),0.07115797
....Batangas,07.2.2.1 - Diesel (ND),0.01585422
....Batangas,07.2.2.2 - Gasoline (ND),0.05478918
....Batangas,07.2.2.3 - Other fuels for personal transport equipment (ND),..
....Batangas,07.2.2.4 - Lubricants (ND),0.00051457
....Batangas,07.2.3 - Maintenance and repair of personal transport equipment (S),0.00676290
....Batangas,07.2.3.0 - Maintenance and repair of personal transport equipment (S),0.00676290
....Batangas,07.2.4 - Other services in respect of personal transport equipment (S),0.00300106
....Batangas,07.2.4.2 - Toll facilities (S),0.00300106
....Batangas,"07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",..
....Batangas,07.3 - PASSENGER TRANSPORT SERVICES,0.16349194
....Batangas,07.3.1 - Passenger transport by railway (S),..
....Batangas,07.3.1.1 - Passenger transport by train (S),..
....Batangas,07.3.1.2 - Passenger transport by rapid transit and tram (S),..
....Batangas,07.3.2 - Passenger transport by road (S),0.16327784
....Batangas,07.3.2.1 - Passenger transport by bus and coach (S),0.01958847
....Batangas,07.3.2.2 - Passenger transport by taxi and hired car with driver (S),..
....Batangas,07.3.2.9 - Other passenger transport by road (S),0.14368937
....Batangas,07.3.3 - Passenger transport by air (S),0.00021410
....Batangas,"07.3.3.1 - Passenger transport by air, domestic (S)",0.00021410
....Batangas,07.3.4 - Passenger transport by sea and inland waterway (S),..
....Batangas,07.3.4.0 - Passenger transport by sea and inland waterway (S),..
....Batangas,07.4 - TRANSPORT SERVICES OF GOODS,0.00004208
....Batangas,07.4.1 - Postal and courier services (S),0.00004208
....Batangas,07.4.1.1 - Letter handling services (S),..
....Batangas,07.4.1.2 - Courier and parcel delivery services (S),0.00004208
....Batangas,08 - INFORMATION AND COMMUNICATION,0.10863341
....Batangas,08.1 - INFORMATION AND COMMUNICATION EQUIPMENT,0.02206361
....Batangas,08.1.1 - Fixed telephone equipment (D),..
....Batangas,08.1.1.0 - Fixed telephone equipment (D),..
....Batangas,08.1.2 - Mobile telephone equipment (D),0.00793543
....Batangas,08.1.2.0 - Mobile telephone equipment (D),0.00793543
....Batangas,08.1.3 - Information processing equipment (D),0.00701387
....Batangas,"08.1.3.1 - Computers, laptops and tablets (D)",0.00508700
....Batangas,08.1.3.2 - Peripheral equipment and its consumable components (D),0.00192687
....Batangas,"08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",0.00690791
....Batangas,"08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",0.00690791
....Batangas,08.1.5 - Unrecorded recording media (SD),0.00020640
....Batangas,08.1.5.0 - Unrecorded recording media (SD),0.00020640
....Batangas,08.3 - INFORMATION AND COMMUNICATION SERVICES,0.08656980
....Batangas,08.3.1 - Fixed communication services (S),0.00617590
....Batangas,08.3.1.0 - Fixed communication services (S),0.00617590
....Batangas,08.3.2 - Mobile communication services (S),0.07250730
....Batangas,08.3.2.0 - Mobile communication services (S),0.07250730
....Batangas,08.3.3 - Internet access provision services and net storage services (S),0.00788660
....Batangas,08.3.3.0 - Internet access provision services and net storage services (S),0.00788660
....Batangas,08.3.5 - Repair and rental of information and communication equipment (S),..
....Batangas,08.3.5.0 - Repair and rental of information and communication equipment (S),..
....Batangas,"09 - RECREATION, SPORT AND CULTURE",0.03461774
....Batangas,09.1 - RECREATIONAL DURABLES,..
....Batangas,09.1.1 - Photographic and cinematographic equipment and optical instruments (D),..
....Batangas,09.1.1.1 - Cameras (D),..
....Batangas,09.2 - OTHER RECREATIONAL GOODS,0.00297734
....Batangas,"09.2.1 - Games, toys and hobbies (SD)",0.00294633
....Batangas,"09.2.1.2 - Other games, toys and hobbies (SD)",0.00294633
....Batangas,"09.2.2 - Equipment for sport, camping and open-air recreation (SD)",0.00003101
....Batangas,09.2.2.1 - Equipment for sport (SD),0.00003101
....Batangas,09.2.2.2 - Equipment for camping and open-air recreation (SD),..
....Batangas,09.3 - GARDEN PRODUCTS AND PETS,0.00599586
....Batangas,"09.3.1 - Garden products, plants and flowers (ND)",0.00564716
....Batangas,09.3.1.1 - Garden products (ND),0.00282358
....Batangas,"09.3.1.2 - Plants, seeds and flowers (ND)",0.00282358
....Batangas,09.3.2 - Pets and products for pets (ND),0.00034870
....Batangas,09.3.2.2 - Products for pets and other household animals (ND),0.00034870
....Batangas,09.4 - RECREATIONAL SERVICES,0.00827914
....Batangas,09.4.6 - Recreational and sporting services (S),0.00015017
....Batangas,09.4.6.2 - Sporting services - practice (S),0.00015017
....Batangas,09.4.7 - Games of chance (S),0.00812897
....Batangas,09.4.7.0 - Games of chance (S),0.00812897
....Batangas,09.5 - CULTURAL GOODS,0.00004643
....Batangas,09.5.1 - Musical instruments (D),0.00004643
....Batangas,09.5.1.0 - Musical instruments (D),0.00004643
....Batangas,09.6 - CULTURAL SERVICES,0.00166060
....Batangas,"09.6.1 - Services provided by cinemas, theatres and concert venues (S)",0.00083030
....Batangas,"09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",0.00083030
....Batangas,09.6.3 - Photographic services (S),..
....Batangas,09.6.3.0 - Photographic services (S),..
....Batangas,09.6.9 - Other cultural services (S),0.00083030
....Batangas,09.6.9.0 - Other cultural services (S),0.00083030
....Batangas,"09.7 - NEWSPAPERS, BOOKS AND STATIONERY",0.01517032
....Batangas,09.7.1 - Books (SD),0.00686560
....Batangas,09.7.1.1 - Educational and textbooks in printed or electronic copy (SD),0.00343280
....Batangas,09.7.1.9 - Other books (SD) in printed or electronic copy,0.00343280
....Batangas,09.7.2 - Newspapers and periodicals (ND),0.00011994
....Batangas,09.7.2.1 - Newspapers (ND),0.00005997
....Batangas,09.7.2.2 - Magazines and periodicals (ND),0.00005997
....Batangas,09.7.4 - Stationery and drawing materials (ND),0.00818478
....Batangas,09.7.4.0 - Stationery and drawing materials (ND),0.00818478
....Batangas,09.8 - PACKAGE HOLIDAYS (S),0.00048805
....Batangas,09.8.0 - Package holidays (S),0.00048805
....Batangas,09.8.0.0 - Package holidays (S),0.00048805
....Batangas,10 - EDUCATION SERVICES,0.08172333
....Batangas,10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION,0.02349053
....Batangas,10.1.0 - Early chilhood and primary education (S),0.02349053
....Batangas,10.1.0.1 - Early childhood education services (S),0.00459166
....Batangas,10.1.0.2 - Primary education (S),0.01889887
....Batangas,10.2 - SECONDARY EDUCATION  (S),0.03016643
....Batangas,10.2.0 - Secondary education (S),0.03016643
....Batangas,10.2.0.1 - Lower secondary general education services,0.01508322
....Batangas,10.2.0.2 - Lower secondary technical-vocational livelihood programs services,0.01508321
....Batangas,10.4 - TERTIARY EDUCATION (S),0.02806637
....Batangas,10.4.0 - Tertiary education (s),0.02806637
....Batangas,10.4.0.0 - Tertiary education (s),0.02806637
....Batangas,10.5 - EDUCATION NOT DEFINED BY LEVEL (S),..
....Batangas,10.5.0 - Education not defined by level (s),..
....Batangas,10.5.0.2 - Review classes for professional and licensure examination (S),..
....Batangas,10.5.0.9 - Other education not defined by level (S),..
....Batangas,11 - RESTAURANTS AND ACCOMMODATION SERVICES,0.34552825
....Batangas,11.1 - FOOD AND BEVERAGE SERVING SERVICES,0.33299769
....Batangas,"11.1.1 - Restaurants, café and the like (S)",0.33299769
....Batangas,"11.1.1.1 - Restaurants, café and the like - with full service (S)",0.33299769
....Batangas,11.2 - ACCOMMODATION SERVICES,0.01253056
....Batangas,11.2.0 - Accommodation services (S),0.01253056
....Batangas,"11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",0.01253056
....Batangas,12 - FINANCIAL SERVICES,0.00232788
....Batangas,12.2 - FINANCIAL SERVICES,0.00232788
....Batangas,12.2.1 - Financial intermediation services indirectly measured (S),0.00232788
....Batangas,12.2.1.0 - Financial intermediation services indirectly measured (S),0.00232788
....Batangas,12.2.9 - Other financial services (S),..
....Batangas,12.2.9.1 - Remittances fees (S),..
....Batangas,"13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.15231396
....Batangas,13.1 - PERSONAL CARE,0.13585570
....Batangas,13.1.1 - Electric appliances for personal care (SD),..
....Batangas,13.1.1.1 - Electric appliances for personal care (SD),..
....Batangas,"13.1.2 - Other appliances, articles and products for personal care (ND)",0.11923128
....Batangas,"13.1.2.0 - Other appliances, articles and products for personal care (ND)",0.11923128
....Batangas,13.1.3 - Hairdressing salons and personal grooming establishments (S),0.01662442
....Batangas,13.1.3.1 - Hairdressing (S),0.00831221
....Batangas,13.1.3.2 - Personal grooming treatments (S),0.00831221
....Batangas,13.2 - OTHER PERSONAL EFFECTS,0.01613469
....Batangas,13.2.1 - Jewellery and watches (D),0.00142971
....Batangas,13.2.1.1 - Jewellery and watches (D),0.00095314
....Batangas,"13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",0.00047657
....Batangas,13.2.9 - Other personal effects n.e.c. (SD),0.01470498
....Batangas,13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD),0.01470498
....Batangas,13.9 - OTHER SERVICES,0.00032357
....Batangas,13.9.0 - Other services (S),0.00032357
....Batangas,13.9.0.9 - Other services n.e.c. (S),0.00032357
....Cavite,0 - ALL ITEMS,5.58072768
....Cavite,01 - FOOD AND NON-ALCOHOLIC BEVERAGES,1.81158974
....Cavite,01.1 - FOOD,1.64688246
....Cavite,01.1.1 - Cereals and cereal products (ND),0.48233636
....Cavite,01.1.1.1 - Cereals (ND),0.32453260
....Cavite,01.1.1.12 - Rice,0.32140721
....Cavite,01.1.1.16 - Corn,0.00312539
....Cavite,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.15780376
....Cavite,01.1.1.2 - Flour of cereals (ND),0.00255659
....Cavite,01.1.1.3 - Bread and bakery products (ND),0.10530899
....Cavite,01.1.1.4 - Breakfast cereals (ND),0.00451705
....Cavite,"01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",0.02932317
....Cavite,01.1.1.9 - Other cereal and grain mill products (ND),0.01609796
....Cavite,01.1.2 - Meat and other parts of slaughtered land animals (ND),0.36580214
....Cavite,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",0.27057648
....Cavite,"01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",0.00388572
....Cavite,"01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00820620
....Cavite,"01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.08313374
....Cavite,01.1.3 - Fish and other seafood (ND),0.25093631
....Cavite,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",0.18821291
....Cavite,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",0.01471384
....Cavite,01.1.3.3 - Fish preparations (ND),0.01914801
....Cavite,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",0.02835926
....Cavite,01.1.3.6 - Other seafood preparations (ND),0.00050229
....Cavite,"01.1.4 - Milk, other dairy products and eggs (ND)",0.16413798
....Cavite,01.1.4.1 - Raw and whole milk (ND),0.00558525
....Cavite,01.1.4.3 - Other milk and cream (ND),0.08559265
....Cavite,01.1.4.4 - Non-animal milk (ND),..
....Cavite,01.1.4.5 - Cheese (ND),0.00975607
....Cavite,01.1.4.6 - Yoghurt and similar products (ND),..
....Cavite,01.1.4.7 - Milk-based dessert and beverages (ND),0.00601571
....Cavite,01.1.4.8 - Eggs (ND),0.05718830
....Cavite,01.1.5 - Oils and fats (ND),0.03180223
....Cavite,01.1.5.1 - Vegetable oils (ND),0.01892653
....Cavite,01.1.5.2 - Butter and other fats and oils derived from milk (ND),0.00427379
....Cavite,01.1.5.3 - Margarine and similar preparations (ND),0.00860191
....Cavite,01.1.5.9 - Other animal oils and fats (ND),..
....Cavite,01.1.6 - Fruits and nuts (ND),0.07405513
....Cavite,"01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",0.06476763
....Cavite,"01.1.6.2 - Citrus fruits, fresh (ND)",0.00254919
....Cavite,"01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",0.00084973
....Cavite,"01.1.6.5 - Other fruits, fresh (ND)",0.00084973
....Cavite,"01.1.6.7 - Fruit, dried and dehydrated (ND)",0.00055232
....Cavite,"01.1.6.8 - Nuts, in shell or shelled (ND)",0.00296280
....Cavite,01.1.6.9 - Fruit and nuts ground and other preparations (ND),0.00152373
....Cavite,"01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.13776484
....Cavite,"01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",0.03343462
....Cavite,"01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",0.04577093
....Cavite,"01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",0.00104772
....Cavite,"01.1.7.4 - Other vegetables, fresh or chilled (ND)",0.03539914
....Cavite,"01.1.7.5 - Tubers, plantains and cooking bananas (ND)",0.01215667
....Cavite,"01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",0.00995576
....Cavite,"01.1.8 - Sugar, confectionery and desserts (ND)",0.05100761
....Cavite,01.1.8.1 - Cane and beet sugar (ND),0.01837909
....Cavite,"01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",0.00064447
....Cavite,"01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",0.00907163
....Cavite,"01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",0.00326245
....Cavite,"01.1.8.6 - Ice, ice cream and sorbet (ND)",0.01684605
....Cavite,01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND),0.00280392
....Cavite,01.1.9 - Ready-made food and other food products n.e.c. (ND),0.08903986
....Cavite,01.1.9.2 - Baby food (ND),0.03385425
....Cavite,"01.1.9.3 - Salt, condiments and sauces (ND)",0.03870006
....Cavite,"01.1.9.4 - Spices, culinary herbs and seeds (ND)",0.01286307
....Cavite,01.1.9.9 - Other food products n.e.c. (ND),0.00362248
....Cavite,01.2 - NON-ALCOHOLIC BEVERAGES,0.16470728
....Cavite,01.2.1 - Fruit and vegetable juices (ND),0.01843216
....Cavite,01.2.1.0 - Fruit and vegetable juices (ND),0.01843216
....Cavite,01.2.2 - Coffee and coffee substitutes (ND),0.07457884
....Cavite,01.2.2.0 - Coffee and coffee substitutes (ND),0.07457884
....Cavite,"01.2.3 - Tea, maté and other plant products for infusion (ND)",0.00036878
....Cavite,"01.2.3.0 - Tea, maté and other plant products for infusion (ND)",0.00036878
....Cavite,01.2.4 - Cocoa drinks (ND),..
....Cavite,01.2.4.0 - Cocoa drinks (ND),..
